CO,CO2,Kategori
401,400,Berbahaya
187,337,Berbahaya
431,480,Berbahaya
236,438,Berbahaya
445,383,Berbahaya
47,252,Sangat Tidak Sehat
212,201,Sangat Tidak Sehat
70,174,Tidak Sehat
53,463,Berbahaya
425,5,Berbahaya
338,387,Berbahaya
148,414,Berbahaya
180,322,Berbahaya
367,76,Berbahaya
374,243,Berbahaya
438,389,Berbahaya
419,333,Berbahaya
334,185,Berbahaya
365,498,Berbahaya
362,341,Berbahaya
97,171,Tidak Sehat
411,199,Berbahaya
234,450,Berbahaya
451,350,Berbahaya
122,18,Tidak Sehat
495,359,Berbahaya
267,425,Berbahaya
250,185,Sangat Tidak Sehat
422,438,Berbahaya
449,15,Berbahaya
85,67,Sedang
439,466,Berbahaya
194,279,Sangat Tidak Sehat
463,207,Berbahaya
453,438,Berbahaya
147,85,Tidak Sehat
352,50,Berbahaya
492,442,Berbahaya
234,23,Sangat Tidak Sehat
251,475,Berbahaya
209,304,Berbahaya
253,144,Sangat Tidak Sehat
87,36,Sedang
489,179,Berbahaya
23,31,Baik
69,483,Berbahaya
251,31,Sangat Tidak Sehat
407,332,Berbahaya
4,291,Sangat Tidak Sehat
176,151,Tidak Sehat
67,78,Sedang
76,277,Sangat Tidak Sehat
418,219,Berbahaya
172,169,Tidak Sehat
159,343,Berbahaya
315,305,Berbahaya
216,280,Sangat Tidak Sehat
206,38,Sangat Tidak Sehat
451,190,Berbahaya
149,109,Tidak Sehat
111,268,Sangat Tidak Sehat
241,155,Sangat Tidak Sehat
443,176,Berbahaya
131,452,Berbahaya
499,308,Berbahaya
332,398,Berbahaya
335,198,Berbahaya
337,396,Berbahaya
474,93,Berbahaya
331,171,Berbahaya
369,237,Berbahaya
246,152,Sangat Tidak Sehat
109,166,Tidak Sehat
264,24,Sangat Tidak Sehat
447,285,Berbahaya
341,42,Berbahaya
90,221,Sangat Tidak Sehat
219,42,Sangat Tidak Sehat
303,212,Berbahaya
173,260,Sangat Tidak Sehat
313,444,Berbahaya
168,121,Tidak Sehat
173,125,Tidak Sehat
133,306,Berbahaya
173,326,Berbahaya
393,230,Berbahaya
244,70,Sangat Tidak Sehat
152,244,Sangat Tidak Sehat
236,37,Sangat Tidak Sehat
47,470,Berbahaya
235,314,Berbahaya
395,282,Berbahaya
127,291,Sangat Tidak Sehat
4,284,Sangat Tidak Sehat
189,331,Berbahaya
433,236,Berbahaya
34,58,Sedang
394,231,Berbahaya
33,361,Berbahaya
112,26,Tidak Sehat
11,471,Berbahaya
314,127,Berbahaya
99,284,Sangat Tidak Sehat
333,417,Berbahaya
300,268,Berbahaya
306,354,Berbahaya
34,308,Berbahaya
97,201,Sangat Tidak Sehat
417,198,Berbahaya
19,28,Baik
162,294,Sangat Tidak Sehat
184,29,Tidak Sehat
24,390,Berbahaya
217,348,Berbahaya
344,170,Berbahaya
403,410,Berbahaya
132,85,Tidak Sehat
173,336,Berbahaya
226,247,Sangat Tidak Sehat
426,226,Berbahaya
446,463,Berbahaya
306,197,Berbahaya
359,170,Berbahaya
376,265,Berbahaya
447,50,Berbahaya
339,72,Berbahaya
267,445,Berbahaya
395,307,Berbahaya
266,233,Sangat Tidak Sehat
326,174,Berbahaya
38,435,Berbahaya
259,158,Sangat Tidak Sehat
306,437,Berbahaya
86,397,Berbahaya
417,237,Berbahaya
195,120,Tidak Sehat
408,6,Berbahaya
12,407,Berbahaya
302,361,Berbahaya
29,268,Sangat Tidak Sehat
289,207,Sangat Tidak Sehat
10,435,Berbahaya
32,289,Sangat Tidak Sehat
180,9,Tidak Sehat
339,249,Berbahaya
286,90,Sangat Tidak Sehat
102,261,Sangat Tidak Sehat
480,49,Berbahaya
89,267,Sangat Tidak Sehat
351,416,Berbahaya
172,64,Tidak Sehat
46,193,Tidak Sehat
385,87,Berbahaya
25,165,Tidak Sehat
149,60,Tidak Sehat
85,116,Tidak Sehat
102,103,Tidak Sehat
371,211,Berbahaya
379,34,Berbahaya
58,374,Berbahaya
279,318,Berbahaya
30,188,Tidak Sehat
178,109,Tidak Sehat
404,352,Berbahaya
13,206,Sangat Tidak Sehat
189,128,Tidak Sehat
350,424,Berbahaya
160,303,Berbahaya
130,380,Berbahaya
184,282,Sangat Tidak Sehat
411,278,Berbahaya
489,381,Berbahaya
64,236,Sangat Tidak Sehat
107,164,Tidak Sehat
321,203,Berbahaya
500,254,Berbahaya
303,441,Berbahaya
399,179,Berbahaya
59,3,Sedang
61,332,Berbahaya
398,170,Berbahaya
226,254,Sangat Tidak Sehat
499,389,Berbahaya
269,393,Berbahaya
423,490,Berbahaya
214,448,Berbahaya
45,147,Tidak Sehat
42,302,Berbahaya
468,212,Berbahaya
265,127,Sangat Tidak Sehat
494,446,Berbahaya
321,290,Berbahaya
421,4,Berbahaya
307,499,Berbahaya
494,28,Berbahaya
438,255,Berbahaya
379,398,Berbahaya
405,400,Berbahaya
206,110,Sangat Tidak Sehat
446,297,Berbahaya
119,234,Sangat Tidak Sehat
133,93,Tidak Sehat
56,373,Berbahaya
4,315,Berbahaya
331,357,Berbahaya
40,417,Berbahaya
42,225,Sangat Tidak Sehat
75,474,Berbahaya
478,54,Berbahaya
211,472,Berbahaya
236,226,Sangat Tidak Sehat
256,325,Berbahaya
190,363,Berbahaya
131,105,Tidak Sehat
474,263,Berbahaya
363,117,Berbahaya
356,71,Berbahaya
208,405,Berbahaya
197,103,Tidak Sehat
185,346,Berbahaya
493,341,Berbahaya
346,156,Berbahaya
390,297,Berbahaya
338,180,Berbahaya
477,72,Berbahaya
394,276,Berbahaya
395,270,Berbahaya
218,460,Berbahaya
30,98,Sedang
1,5,Baik
387,468,Berbahaya
332,127,Berbahaya
460,254,Berbahaya
119,30,Tidak Sehat
489,327,Berbahaya
138,437,Berbahaya
378,354,Berbahaya
178,387,Berbahaya
49,77,Sedang
130,444,Berbahaya
412,492,Berbahaya
131,243,Sangat Tidak Sehat
499,500,Berbahaya
246,324,Berbahaya
5,350,Berbahaya
182,89,Tidak Sehat
472,204,Berbahaya
128,497,Berbahaya
327,224,Berbahaya
25,178,Tidak Sehat
262,363,Berbahaya
110,113,Tidak Sehat
417,165,Berbahaya
407,105,Berbahaya
87,393,Berbahaya
496,78,Berbahaya
176,340,Berbahaya
164,292,Sangat Tidak Sehat
230,466,Berbahaya
460,3,Berbahaya
106,220,Sangat Tidak Sehat
250,463,Berbahaya
240,408,Berbahaya
85,52,Sedang
494,64,Berbahaya
423,104,Berbahaya
297,484,Berbahaya
180,467,Berbahaya
173,420,Berbahaya
88,60,Sedang
143,421,Berbahaya
285,80,Sangat Tidak Sehat
234,261,Sangat Tidak Sehat
35,145,Tidak Sehat
402,62,Berbahaya
7,149,Tidak Sehat
193,156,Tidak Sehat
45,322,Berbahaya
351,71,Berbahaya
138,448,Berbahaya
462,325,Berbahaya
111,167,Tidak Sehat
397,148,Berbahaya
321,235,Berbahaya
369,244,Berbahaya
414,234,Berbahaya
121,94,Tidak Sehat
489,294,Berbahaya
323,478,Berbahaya
11,188,Tidak Sehat
342,340,Berbahaya
330,442,Berbahaya
461,231,Berbahaya
283,116,Sangat Tidak Sehat
324,472,Berbahaya
238,464,Berbahaya
378,291,Berbahaya
185,179,Tidak Sehat
453,362,Berbahaya
161,46,Tidak Sehat
247,63,Sangat Tidak Sehat
240,445,Berbahaya
57,464,Berbahaya
318,250,Berbahaya
215,338,Berbahaya
192,82,Tidak Sehat
61,184,Tidak Sehat
379,256,Berbahaya
37,89,Sedang
417,225,Berbahaya
94,497,Berbahaya
433,52,Berbahaya
314,152,Berbahaya
122,255,Sangat Tidak Sehat
386,50,Berbahaya
143,477,Berbahaya
120,429,Berbahaya
41,398,Berbahaya
223,376,Berbahaya
58,68,Sedang
14,66,Sedang
272,195,Sangat Tidak Sehat
332,313,Berbahaya
204,302,Berbahaya
100,352,Berbahaya
349,29,Berbahaya
427,199,Berbahaya
385,146,Berbahaya
204,82,Sangat Tidak Sehat
122,41,Tidak Sehat
465,417,Berbahaya
181,410,Berbahaya
157,114,Tidak Sehat
226,177,Sangat Tidak Sehat
379,387,Berbahaya
379,415,Berbahaya
492,267,Berbahaya
306,100,Berbahaya
365,360,Berbahaya
397,196,Berbahaya
351,150,Berbahaya
477,388,Berbahaya
179,78,Tidak Sehat
487,287,Berbahaya
32,3,Baik
142,249,Sangat Tidak Sehat
201,323,Berbahaya
420,20,Berbahaya
208,8,Sangat Tidak Sehat
337,282,Berbahaya
446,160,Berbahaya
328,69,Berbahaya
278,20,Sangat Tidak Sehat
50,45,Baik
60,366,Berbahaya
470,188,Berbahaya
9,75,Sedang
3,302,Berbahaya
439,54,Berbahaya
404,389,Berbahaya
442,28,Berbahaya
160,268,Sangat Tidak Sehat
198,495,Berbahaya
421,48,Berbahaya
438,450,Berbahaya
312,135,Berbahaya
266,243,Sangat Tidak Sehat
361,208,Berbahaya
112,170,Tidak Sehat
91,174,Tidak Sehat
144,385,Berbahaya
424,81,Berbahaya
325,227,Berbahaya
386,368,Berbahaya
382,321,Berbahaya
142,271,Sangat Tidak Sehat
275,216,Sangat Tidak Sehat
225,266,Sangat Tidak Sehat
393,60,Berbahaya
267,444,Berbahaya
101,489,Berbahaya
193,112,Tidak Sehat
143,434,Berbahaya
133,370,Berbahaya
56,497,Berbahaya
103,83,Tidak Sehat
36,182,Tidak Sehat
94,307,Berbahaya
306,269,Berbahaya
157,279,Sangat Tidak Sehat
466,61,Berbahaya
66,500,Berbahaya
364,280,Berbahaya
36,392,Berbahaya
399,302,Berbahaya
247,313,Berbahaya
492,73,Berbahaya
217,70,Sangat Tidak Sehat
351,185,Berbahaya
359,49,Berbahaya
466,35,Berbahaya
434,316,Berbahaya
87,461,Berbahaya
69,427,Berbahaya
463,451,Berbahaya
110,452,Berbahaya
89,429,Berbahaya
91,320,Berbahaya
214,275,Sangat Tidak Sehat
369,460,Berbahaya
146,138,Tidak Sehat
196,417,Berbahaya
64,10,Sedang
318,170,Berbahaya
179,12,Tidak Sehat
21,196,Tidak Sehat
178,13,Tidak Sehat
10,9,Baik
405,86,Berbahaya
27,149,Tidak Sehat
27,404,Berbahaya
0,123,Tidak Sehat
54,393,Berbahaya
237,50,Sangat Tidak Sehat
481,9,Berbahaya
317,348,Berbahaya
239,371,Berbahaya
330,474,Berbahaya
281,162,Sangat Tidak Sehat
113,202,Sangat Tidak Sehat
139,150,Tidak Sehat
235,51,Sangat Tidak Sehat
454,207,Berbahaya
345,235,Berbahaya
320,82,Berbahaya
90,378,Berbahaya
78,58,Sedang
118,233,Sangat Tidak Sehat
370,110,Berbahaya
334,264,Berbahaya
432,202,Berbahaya
204,500,Berbahaya
31,227,Sangat Tidak Sehat
375,319,Berbahaya
145,119,Tidak Sehat
486,163,Berbahaya
242,407,Berbahaya
385,475,Berbahaya
304,447,Berbahaya
73,334,Berbahaya
179,426,Berbahaya
294,398,Berbahaya
216,15,Sangat Tidak Sehat
28,449,Berbahaya
47,64,Sedang
252,471,Berbahaya
286,6,Sangat Tidak Sehat
54,112,Tidak Sehat
446,300,Berbahaya
417,305,Berbahaya
134,290,Sangat Tidak Sehat
368,329,Berbahaya
280,202,Sangat Tidak Sehat
155,142,Tidak Sehat
171,161,Tidak Sehat
447,58,Berbahaya
446,414,Berbahaya
309,64,Berbahaya
477,75,Berbahaya
81,105,Tidak Sehat
313,184,Berbahaya
320,75,Berbahaya
61,172,Tidak Sehat
439,451,Berbahaya
27,160,Tidak Sehat
367,336,Berbahaya
306,216,Berbahaya
450,331,Berbahaya
277,168,Sangat Tidak Sehat
259,470,Berbahaya
281,377,Berbahaya
460,375,Berbahaya
89,313,Berbahaya
141,449,Berbahaya
204,487,Berbahaya
230,495,Berbahaya
273,259,Sangat Tidak Sehat
370,143,Berbahaya
450,74,Berbahaya
492,229,Berbahaya
238,112,Sangat Tidak Sehat
144,96,Tidak Sehat
212,354,Berbahaya
45,141,Tidak Sehat
385,127,Berbahaya
157,35,Tidak Sehat
403,496,Berbahaya
189,362,Berbahaya
420,3,Berbahaya
29,106,Tidak Sehat
275,153,Sangat Tidak Sehat
228,194,Sangat Tidak Sehat
422,365,Berbahaya
445,314,Berbahaya
259,385,Berbahaya
214,390,Berbahaya
268,107,Sangat Tidak Sehat
133,355,Berbahaya
102,204,Sangat Tidak Sehat
414,144,Berbahaya
158,257,Sangat Tidak Sehat
123,63,Tidak Sehat
131,173,Tidak Sehat
333,227,Berbahaya
44,115,Tidak Sehat
170,14,Tidak Sehat
423,349,Berbahaya
428,326,Berbahaya
118,280,Sangat Tidak Sehat
489,211,Berbahaya
286,463,Berbahaya
291,444,Berbahaya
84,68,Sedang
144,415,Berbahaya
390,150,Berbahaya
102,23,Tidak Sehat
180,447,Berbahaya
107,329,Berbahaya
180,349,Berbahaya
163,443,Berbahaya
108,334,Berbahaya
130,30,Tidak Sehat
171,59,Tidak Sehat
191,420,Berbahaya
44,326,Berbahaya
322,412,Berbahaya
83,29,Sedang
75,250,Sangat Tidak Sehat
376,263,Berbahaya
9,134,Tidak Sehat
133,361,Berbahaya
435,449,Berbahaya
367,278,Berbahaya
269,396,Berbahaya
394,229,Berbahaya
246,184,Sangat Tidak Sehat
448,6,Berbahaya
67,203,Sangat Tidak Sehat
35,375,Berbahaya
484,260,Berbahaya
37,209,Sangat Tidak Sehat
320,333,Berbahaya
6,281,Sangat Tidak Sehat
327,184,Berbahaya
10,14,Baik
207,208,Sangat Tidak Sehat
41,221,Sangat Tidak Sehat
134,380,Berbahaya
354,182,Berbahaya
251,381,Berbahaya
323,278,Berbahaya
74,79,Sedang
339,345,Berbahaya
123,203,Sangat Tidak Sehat
198,118,Tidak Sehat
191,471,Berbahaya
423,69,Berbahaya
128,116,Tidak Sehat
319,23,Berbahaya
14,500,Berbahaya
28,367,Berbahaya
390,154,Berbahaya
342,51,Berbahaya
98,449,Berbahaya
357,439,Berbahaya
24,279,Sangat Tidak Sehat
143,221,Sangat Tidak Sehat
134,476,Berbahaya
49,411,Berbahaya
435,430,Berbahaya
9,283,Sangat Tidak Sehat
361,252,Berbahaya
312,319,Berbahaya
493,299,Berbahaya
337,174,Berbahaya
89,208,Sangat Tidak Sehat
74,25,Sedang
228,295,Sangat Tidak Sehat
466,474,Berbahaya
91,243,Sangat Tidak Sehat
289,325,Berbahaya
444,101,Berbahaya
268,411,Berbahaya
162,17,Tidak Sehat
461,224,Berbahaya
479,108,Berbahaya
227,28,Sangat Tidak Sehat
48,250,Sangat Tidak Sehat
466,435,Berbahaya
204,212,Sangat Tidak Sehat
82,137,Tidak Sehat
470,219,Berbahaya
276,77,Sangat Tidak Sehat
212,336,Berbahaya
387,365,Berbahaya
380,184,Berbahaya
495,5,Berbahaya
66,15,Sedang
56,76,Sedang
257,256,Sangat Tidak Sehat
484,387,Berbahaya
368,422,Berbahaya
414,497,Berbahaya
495,283,Berbahaya
30,472,Berbahaya
173,394,Berbahaya
387,350,Berbahaya
468,133,Berbahaya
314,263,Berbahaya
162,414,Berbahaya
426,214,Berbahaya
253,466,Berbahaya
116,29,Tidak Sehat
263,436,Berbahaya
303,351,Berbahaya
405,453,Berbahaya
331,406,Berbahaya
299,35,Sangat Tidak Sehat
450,110,Berbahaya
128,48,Tidak Sehat
179,456,Berbahaya
474,186,Berbahaya
416,362,Berbahaya
477,382,Berbahaya
226,248,Sangat Tidak Sehat
453,384,Berbahaya
45,287,Sangat Tidak Sehat
152,97,Tidak Sehat
74,176,Tidak Sehat
109,247,Sangat Tidak Sehat
488,45,Berbahaya
75,148,Tidak Sehat
151,473,Berbahaya
371,82,Berbahaya
164,49,Tidak Sehat
171,419,Berbahaya
432,255,Berbahaya
216,217,Sangat Tidak Sehat
28,319,Berbahaya
89,426,Berbahaya
436,482,Berbahaya
358,218,Berbahaya
40,358,Berbahaya
124,475,Berbahaya
441,397,Berbahaya
2,392,Berbahaya
423,323,Berbahaya
329,426,Berbahaya
76,92,Sedang
14,275,Sangat Tidak Sehat
138,204,Sangat Tidak Sehat
375,464,Berbahaya
139,52,Tidak Sehat
121,485,Berbahaya
82,116,Tidak Sehat
446,283,Berbahaya
193,337,Berbahaya
382,48,Berbahaya
272,489,Berbahaya
435,161,Berbahaya
46,179,Tidak Sehat
141,488,Berbahaya
396,295,Berbahaya
62,261,Sangat Tidak Sehat
286,172,Sangat Tidak Sehat
419,140,Berbahaya
60,360,Berbahaya
355,481,Berbahaya
353,238,Berbahaya
113,177,Tidak Sehat
463,144,Berbahaya
279,168,Sangat Tidak Sehat
251,392,Berbahaya
33,420,Berbahaya
219,489,Berbahaya
262,93,Sangat Tidak Sehat
488,319,Berbahaya
163,404,Berbahaya
298,43,Sangat Tidak Sehat
478,355,Berbahaya
118,290,Sangat Tidak Sehat
99,244,Sangat Tidak Sehat
334,58,Berbahaya
415,266,Berbahaya
440,295,Berbahaya
109,57,Tidak Sehat
392,46,Berbahaya
480,425,Berbahaya
465,344,Berbahaya
375,476,Berbahaya
261,167,Sangat Tidak Sehat
145,126,Tidak Sehat
139,109,Tidak Sehat
103,437,Berbahaya
71,305,Berbahaya
175,173,Tidak Sehat
48,125,Tidak Sehat
33,482,Berbahaya
158,166,Tidak Sehat
448,149,Berbahaya
341,463,Berbahaya
309,335,Berbahaya
299,149,Sangat Tidak Sehat
437,464,Berbahaya
28,187,Tidak Sehat
479,400,Berbahaya
400,384,Berbahaya
455,24,Berbahaya
393,258,Berbahaya
97,379,Berbahaya
470,450,Berbahaya
93,320,Berbahaya
450,121,Berbahaya
287,193,Sangat Tidak Sehat
109,14,Tidak Sehat
70,462,Berbahaya
2,363,Berbahaya
262,326,Berbahaya
175,196,Tidak Sehat
101,139,Tidak Sehat
120,237,Sangat Tidak Sehat
355,276,Berbahaya
42,141,Tidak Sehat
216,406,Berbahaya
441,439,Berbahaya
224,79,Sangat Tidak Sehat
463,207,Berbahaya
146,134,Tidak Sehat
333,203,Berbahaya
292,143,Sangat Tidak Sehat
335,273,Berbahaya
103,16,Tidak Sehat
399,431,Berbahaya
264,355,Berbahaya
436,143,Berbahaya
418,58,Berbahaya
4,283,Sangat Tidak Sehat
299,381,Berbahaya
144,229,Sangat Tidak Sehat
436,100,Berbahaya
259,189,Sangat Tidak Sehat
294,481,Berbahaya
320,3,Berbahaya
148,446,Berbahaya
428,187,Berbahaya
421,304,Berbahaya
232,435,Berbahaya
216,26,Sangat Tidak Sehat
230,430,Berbahaya
465,136,Berbahaya
285,198,Sangat Tidak Sehat
226,239,Sangat Tidak Sehat
111,346,Berbahaya
409,0,Berbahaya
271,137,Sangat Tidak Sehat
426,411,Berbahaya
87,360,Berbahaya
299,253,Sangat Tidak Sehat
221,331,Berbahaya
8,316,Berbahaya
370,8,Berbahaya
126,440,Berbahaya
435,378,Berbahaya
360,318,Berbahaya
348,344,Berbahaya
231,167,Sangat Tidak Sehat
214,433,Berbahaya
327,45,Berbahaya
438,476,Berbahaya
481,214,Berbahaya
382,178,Berbahaya
491,444,Berbahaya
319,499,Berbahaya
395,264,Berbahaya
271,378,Berbahaya
38,277,Sangat Tidak Sehat
367,1,Berbahaya
31,20,Baik
219,270,Sangat Tidak Sehat
466,187,Berbahaya
10,34,Baik
372,112,Berbahaya
297,337,Berbahaya
336,327,Berbahaya
376,211,Berbahaya
175,269,Sangat Tidak Sehat
284,359,Berbahaya
374,364,Berbahaya
32,209,Sangat Tidak Sehat
283,412,Berbahaya
268,420,Berbahaya
425,228,Berbahaya
483,464,Berbahaya
245,20,Sangat Tidak Sehat
228,305,Berbahaya
218,377,Berbahaya
454,51,Berbahaya
249,151,Sangat Tidak Sehat
52,119,Tidak Sehat
458,309,Berbahaya
392,133,Berbahaya
387,149,Berbahaya
496,463,Berbahaya
6,428,Berbahaya
437,306,Berbahaya
203,314,Berbahaya
364,253,Berbahaya
314,241,Berbahaya
225,261,Sangat Tidak Sehat
61,348,Berbahaya
401,15,Berbahaya
462,499,Berbahaya
138,302,Berbahaya
20,110,Tidak Sehat
212,434,Berbahaya
473,259,Berbahaya
362,205,Berbahaya
85,284,Sangat Tidak Sehat
1,486,Berbahaya
428,464,Berbahaya
414,351,Berbahaya
428,390,Berbahaya
346,228,Berbahaya
125,437,Berbahaya
145,492,Berbahaya
295,46,Sangat Tidak Sehat
253,445,Berbahaya
171,114,Tidak Sehat
397,65,Berbahaya
129,108,Tidak Sehat
10,492,Berbahaya
466,143,Berbahaya
299,363,Berbahaya
430,136,Berbahaya
305,220,Berbahaya
432,122,Berbahaya
71,406,Berbahaya
244,359,Berbahaya
126,180,Tidak Sehat
171,119,Tidak Sehat
394,459,Berbahaya
89,197,Tidak Sehat
118,484,Berbahaya
295,346,Berbahaya
478,9,Berbahaya
51,118,Tidak Sehat
446,448,Berbahaya
229,259,Sangat Tidak Sehat
179,273,Sangat Tidak Sehat
207,480,Berbahaya
61,403,Berbahaya
123,466,Berbahaya
6,68,Sedang
476,461,Berbahaya
298,364,Berbahaya
279,158,Sangat Tidak Sehat
342,9,Berbahaya
474,473,Berbahaya
20,24,Baik
245,341,Berbahaya
363,409,Berbahaya
105,347,Berbahaya
311,188,Berbahaya
134,374,Berbahaya
241,170,Sangat Tidak Sehat
258,473,Berbahaya
386,6,Berbahaya
138,106,Tidak Sehat
215,315,Berbahaya
314,169,Berbahaya
263,3,Sangat Tidak Sehat
296,366,Berbahaya
330,97,Berbahaya
221,169,Sangat Tidak Sehat
60,24,Sedang
399,178,Berbahaya
197,391,Berbahaya
142,24,Tidak Sehat
304,464,Berbahaya
306,201,Berbahaya
282,70,Sangat Tidak Sehat
228,301,Berbahaya
212,44,Sangat Tidak Sehat
245,329,Berbahaya
157,152,Tidak Sehat
318,40,Berbahaya
419,57,Berbahaya
118,435,Berbahaya
488,479,Berbahaya
261,67,Sangat Tidak Sehat
174,84,Tidak Sehat
192,44,Tidak Sehat
431,319,Berbahaya
405,159,Berbahaya
253,153,Sangat Tidak Sehat
337,37,Berbahaya
17,136,Tidak Sehat
406,46,Berbahaya
256,113,Sangat Tidak Sehat
234,13,Sangat Tidak Sehat
297,472,Berbahaya
109,168,Tidak Sehat
445,370,Berbahaya
104,246,Sangat Tidak Sehat
406,157,Berbahaya
6,147,Tidak Sehat
267,314,Berbahaya
303,377,Berbahaya
54,114,Tidak Sehat
391,198,Berbahaya
346,383,Berbahaya
185,326,Berbahaya
337,209,Berbahaya
57,417,Berbahaya
176,152,Tidak Sehat
282,32,Sangat Tidak Sehat
371,187,Berbahaya
188,196,Tidak Sehat
454,104,Berbahaya
278,425,Berbahaya
379,56,Berbahaya
386,249,Berbahaya
81,205,Sangat Tidak Sehat
209,84,Sangat Tidak Sehat
318,139,Berbahaya
273,357,Berbahaya
186,175,Tidak Sehat
72,92,Sedang
251,161,Sangat Tidak Sehat
498,426,Berbahaya
369,181,Berbahaya
360,318,Berbahaya
161,458,Berbahaya
106,189,Tidak Sehat
321,144,Berbahaya
279,288,Sangat Tidak Sehat
306,385,Berbahaya
34,137,Tidak Sehat
302,130,Berbahaya
451,490,Berbahaya
273,415,Berbahaya
330,452,Berbahaya
133,92,Tidak Sehat
195,352,Berbahaya
214,331,Berbahaya
276,296,Sangat Tidak Sehat
318,498,Berbahaya
33,37,Baik
262,402,Berbahaya
40,146,Tidak Sehat
213,114,Sangat Tidak Sehat
373,78,Berbahaya
367,8,Berbahaya
379,357,Berbahaya
155,109,Tidak Sehat
236,407,Berbahaya
486,302,Berbahaya
483,489,Berbahaya
286,221,Sangat Tidak Sehat
139,485,Berbahaya
358,25,Berbahaya
48,94,Sedang
479,23,Berbahaya
31,481,Berbahaya
45,414,Berbahaya
268,102,Sangat Tidak Sehat
253,56,Sangat Tidak Sehat
131,39,Tidak Sehat
492,299,Berbahaya
295,268,Sangat Tidak Sehat
123,130,Tidak Sehat
170,283,Sangat Tidak Sehat
20,144,Tidak Sehat
185,112,Tidak Sehat
315,76,Berbahaya
131,29,Tidak Sehat
464,155,Berbahaya
470,308,Berbahaya
476,474,Berbahaya
400,390,Berbahaya
98,391,Berbahaya
21,0,Baik
45,128,Tidak Sehat
79,298,Sangat Tidak Sehat
223,384,Berbahaya
211,232,Sangat Tidak Sehat
174,197,Tidak Sehat
10,180,Tidak Sehat
179,383,Berbahaya
389,308,Berbahaya
18,440,Berbahaya
113,46,Tidak Sehat
324,399,Berbahaya
187,143,Tidak Sehat
233,177,Sangat Tidak Sehat
444,342,Berbahaya
393,61,Berbahaya
175,83,Tidak Sehat
274,424,Berbahaya
412,335,Berbahaya
299,314,Berbahaya
90,159,Tidak Sehat
328,131,Berbahaya
94,3,Sedang
436,104,Berbahaya
342,304,Berbahaya
367,377,Berbahaya
468,273,Berbahaya
362,63,Berbahaya
110,71,Tidak Sehat
337,291,Berbahaya
37,13,Baik
253,2,Sangat Tidak Sehat
444,1,Berbahaya
29,454,Berbahaya
178,407,Berbahaya
291,491,Berbahaya
308,236,Berbahaya
433,168,Berbahaya
296,432,Berbahaya
128,371,Berbahaya
365,54,Berbahaya
318,425,Berbahaya
21,426,Berbahaya
389,92,Berbahaya
138,31,Tidak Sehat
204,478,Berbahaya
356,11,Berbahaya
459,193,Berbahaya
119,471,Berbahaya
399,32,Berbahaya
80,401,Berbahaya
223,172,Sangat Tidak Sehat
406,379,Berbahaya
317,174,Berbahaya
56,273,Sangat Tidak Sehat
345,330,Berbahaya
394,35,Berbahaya
180,492,Berbahaya
473,74,Berbahaya
370,32,Berbahaya
0,125,Tidak Sehat
449,194,Berbahaya
108,80,Tidak Sehat
226,68,Sangat Tidak Sehat
178,387,Berbahaya
141,125,Tidak Sehat
357,350,Berbahaya
4,106,Tidak Sehat
68,475,Berbahaya
300,145,Berbahaya
317,30,Berbahaya
67,60,Sedang
448,499,Berbahaya
158,249,Sangat Tidak Sehat
263,448,Berbahaya
373,262,Berbahaya
418,103,Berbahaya
193,19,Tidak Sehat
48,123,Tidak Sehat
476,43,Berbahaya
452,107,Berbahaya
194,25,Tidak Sehat
57,419,Berbahaya
57,108,Tidak Sehat
162,312,Berbahaya
71,193,Tidak Sehat
170,344,Berbahaya
226,54,Sangat Tidak Sehat
96,124,Tidak Sehat
490,491,Berbahaya
32,363,Berbahaya
417,201,Berbahaya
65,372,Berbahaya
277,380,Berbahaya
406,151,Berbahaya
89,222,Sangat Tidak Sehat
325,407,Berbahaya
242,366,Berbahaya
360,118,Berbahaya
150,264,Sangat Tidak Sehat
372,481,Berbahaya
297,355,Berbahaya
142,299,Sangat Tidak Sehat
491,96,Berbahaya
65,159,Tidak Sehat
326,95,Berbahaya
61,149,Tidak Sehat
403,495,Berbahaya
362,458,Berbahaya
334,149,Berbahaya
482,40,Berbahaya
235,262,Sangat Tidak Sehat
199,116,Tidak Sehat
370,248,Berbahaya
429,82,Berbahaya
209,253,Sangat Tidak Sehat
121,249,Sangat Tidak Sehat
104,184,Tidak Sehat
4,343,Berbahaya
141,357,Berbahaya
132,168,Tidak Sehat
176,181,Tidak Sehat
11,432,Berbahaya
155,468,Berbahaya
156,459,Berbahaya
332,428,Berbahaya
89,457,Berbahaya
346,308,Berbahaya
294,493,Berbahaya
245,219,Sangat Tidak Sehat
286,264,Sangat Tidak Sehat
200,210,Sangat Tidak Sehat
320,473,Berbahaya
450,434,Berbahaya
450,27,Berbahaya
296,486,Berbahaya
72,432,Berbahaya
214,132,Sangat Tidak Sehat
361,486,Berbahaya
52,222,Sangat Tidak Sehat
96,339,Berbahaya
405,137,Berbahaya
193,122,Tidak Sehat
122,326,Berbahaya
426,122,Berbahaya
105,234,Sangat Tidak Sehat
282,405,Berbahaya
184,235,Sangat Tidak Sehat
112,224,Sangat Tidak Sehat
316,345,Berbahaya
318,147,Berbahaya
296,50,Sangat Tidak Sehat
369,383,Berbahaya
418,274,Berbahaya
135,452,Berbahaya
257,333,Berbahaya
